nodeid,in_population,database.all_fitnesses.island_zero,database.best_program.island_zero,database.end_generation.always_false,database.end_generation.bare_increment,database.feature_dimensions.empty,database.fitness.no_feature_exclusion,database.get.best_fallback,database.init.no_novelty_guard,database.island_fitnesses.global,database.last_iteration.off_by_one,database.load.reset_generations,database.num_islands.off_by_one,database.num_programs.off_by_one,database.per_island_bests.neg_inf_default,database.sample_from_island.drop_inspirations,database.save.iteration_zero,database.store_artifacts.noop,islands.add.ignore_target_scope,islands.capabilities.overclaim,islands.elites.worst_first,islands.load_state_dict.ignore_state,islands.native_select.source_is_target,islands.per_scope_bests.global_best,islands.population.ignore_scope,islands.regions.generic_label,islands.scopes.drop_last,islands.snapshot.limit_before_sort,islands.snapshot.regions_always,islands.state_dict.empty,islands.steps_per_generation.one,islands.target_scope.off_by_one,islands.top_programs.island_wins,islands.top_programs.reversed,islands.topology.flat,prompts.build_mutation_prompt.drop_parent2,prompts.build_mutation_prompt.unfiltered_metrics,prompts.build_mutation_prompt.unfiltered_program_lists,prompts.inject_advice.no_header,prompts.make_prompt_sampler.allow_stochasticity,prompts.make_prompt_sampler.skip_template_registration
tests/test_openevolve_pin_regression_islands.py::PinnedUpstream_test_island_tracking_TestIslandTracking::test_island_isolation_in_best_tracking,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_islands.py::PinnedUpstream_test_island_tracking_TestIslandTracking::test_island_status_logging,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_islands.py::PinnedUpstream_test_island_tracking_TestIslandTracking::test_migration_updates_island_best,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_islands.py::PinnedUpstream_test_island_tracking_TestIslandTracking::test_sample_inspirations_from_island,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_islands.py::PinnedUpstream_test_island_tracking_TestIslandTracking::test_worse_program_does_not_update_island_best,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_islands.py::PinnedUpstream_test_migration_no_duplicates_TestMigrationNoDuplicates::test_migrated_program_content_preserved,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_islands.py::PinnedUpstream_test_migration_no_duplicates_TestMigrationNoDuplicates::test_migration_creates_clean_uuid_ids,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_islands.py::PinnedUpstream_test_migration_no_duplicates_TestMigrationNoDuplicates::test_migration_skips_duplicate_code_on_target_island,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_islands.py::PinnedUpstream_test_migration_no_duplicates_TestMigrationNoDuplicates::test_migration_target_islands_are_different,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_islands.py::PinnedUpstream_test_migration_no_duplicates_TestMigrationNoDuplicates::test_migration_uses_map_elites_deduplication,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_islands.py::PinnedUpstream_test_migration_no_duplicates_TestMigrationNoDuplicates::test_migration_with_feature_map_conflicts_resolved_cleanly,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_islands.py::PinnedUpstream_test_migration_no_duplicates_TestMigrationNoDuplicates::test_multiple_migration_rounds_no_exponential_growth,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_islands.py::PinnedUpstream_test_migration_no_duplicates_TestMigrationNoDuplicates::test_no_duplicate_program_ids_across_all_islands,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_islands.py::PinnedUpstream_test_sample_from_island_ratios_TestSampleFromIslandEdgeCases::test_empty_archive_fallback,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_islands.py::PinnedUpstream_test_sample_from_island_ratios_TestSampleFromIslandEdgeCases::test_empty_island_fallback,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_islands.py::PinnedUpstream_test_sample_from_island_ratios_TestSampleFromIslandEdgeCases::test_island_id_wrapping,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_islands.py::PinnedUpstream_test_sample_from_island_ratios_TestSampleFromIslandEdgeCases::test_single_program_island,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_islands.py::PinnedUpstream_test_sample_from_island_ratios_TestSampleFromIslandRatios::test_exploitation_uses_archive,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_islands.py::PinnedUpstream_test_sample_from_island_ratios_TestSampleFromIslandRatios::test_exploration_exploitation_random_ratios,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_islands.py::PinnedUpstream_test_sample_from_island_ratios_TestSampleFromIslandRatios::test_exploration_mode_uniform_distribution,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_islands.py::PinnedUpstream_test_sample_from_island_ratios_TestSampleFromIslandRatios::test_sample_from_island_returns_from_correct_island,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_islands.py::PinnedUpstream_test_sample_from_island_ratios_TestSampleFromIslandRatios::test_sample_from_island_with_different_islands,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_islands.py::PinnedUpstream_test_sample_from_island_ratios_TestSampleFromIslandRatios::test_weighted_mode_favors_high_fitness,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_islands.py::TestPinnedDonorSuiteIsFullyCollected::test_every_pinned_donor_test_is_collected,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_map_elites.py::PinnedUpstreamTestFeatureStatsPersistence::test_backward_compatibility_missing_feature_stats,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_map_elites.py::PinnedUpstreamTestFeatureStatsPersistence::test_empty_feature_stats_handling,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_map_elites.py::PinnedUpstreamTestFeatureStatsPersistence::test_feature_stats_preservation_during_load,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_map_elites.py::PinnedUpstreamTestFeatureStatsPersistence::test_feature_stats_saved_and_loaded,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_map_elites.py::PinnedUpstreamTestFeatureStatsPersistence::test_feature_stats_serialization_edge_cases,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_map_elites.py::PinnedUpstreamTestFeatureStatsPersistence::test_feature_stats_with_numpy_types,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_map_elites.py::PinnedUpstreamTestFeatureStatsPersistence::test_malformed_feature_stats_handling,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_map_elites.py::PinnedUpstreamTestGridStability::test_feature_ranges_preserved_across_checkpoints,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_map_elites.py::PinnedUpstreamTestGridStability::test_feature_stats_accumulation,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_map_elites.py::PinnedUpstreamTestGridStability::test_feature_stats_consistency_across_cycles,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_map_elites.py::PinnedUpstreamTestGridStability::test_grid_expansion_behavior,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_map_elites.py::PinnedUpstreamTestMapElitesFeatures::test_custom_features_override_builtin,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_map_elites.py::PinnedUpstreamTestMapElitesFeatures::test_default_feature_dimensions,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_map_elites.py::PinnedUpstreamTestMapElitesFeatures::test_diversity_cache_lru_eviction,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_map_elites.py::PinnedUpstreamTestMapElitesFeatures::test_diversity_caching,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_map_elites.py::PinnedUpstreamTestMapElitesFeatures::test_diversity_reference_set_update,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_map_elites.py::PinnedUpstreamTestMapElitesFeatures::test_feature_coordinates_with_new_defaults,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_map_elites.py::PinnedUpstreamTestMapElitesFeatures::test_feature_scaling_minmax,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_map_elites.py::PinnedUpstreamTestMapElitesFeatures::test_feature_scaling_with_identical_values,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_map_elites.py::PinnedUpstreamTestMapElitesFeatures::test_feature_stats_update,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_map_elites.py::PinnedUpstreamTestMapElitesFeatures::test_missing_feature_dimension_error,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_map_elites.py::PinnedUpstreamTestMapElitesFeatures::test_per_dimension_bins,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_prompt_sampler.py::PinnedUpstreamTestChangesDescriptionConfigDefaults::test_initial_changes_description_default_empty,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_prompt_sampler.py::PinnedUpstreamTestChangesDescriptionConfigDefaults::test_programs_as_changes_description_default_false,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_prompt_sampler.py::PinnedUpstreamTestChangesDescriptionConfigDefaults::test_system_message_changes_description_default_none,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_prompt_sampler.py::PinnedUpstreamTestChangesDescriptionFromDict::test_all_changes_description_options,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_prompt_sampler.py::PinnedUpstreamTestChangesDescriptionFromDict::test_custom_initial_description,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_prompt_sampler.py::PinnedUpstreamTestChangesDescriptionFromDict::test_custom_system_message,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_prompt_sampler.py::PinnedUpstreamTestChangesDescriptionValidation::test_disabled_without_diff_based_evolution_is_ok,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_prompt_sampler.py::PinnedUpstreamTestChangesDescriptionValidation::test_requires_diff_based_evolution,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_prompt_sampler.py::PinnedUpstreamTestChangesDescriptionValidation::test_works_with_diff_based_evolution_enabled,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_prompt_sampler.py::PinnedUpstreamTestPromptConfigChangesDescription::test_prompt_config_custom_values,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_prompt_sampler.py::PinnedUpstreamTestPromptConfigChangesDescription::test_prompt_config_defaults,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_prompt_sampler.py::PinnedUpstreamTestPromptSampler::test_build_prompt,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_prompt_sampler.py::PinnedUpstreamTestPromptSamplerComprehensive::test_build_prompt_with_all_optional_parameters,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_prompt_sampler.py::PinnedUpstreamTestPromptSamplerComprehensive::test_build_prompt_with_inspirations,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_prompt_sampler.py::PinnedUpstreamTestPromptSamplerComprehensive::test_determine_program_type_with_feature_dimensions,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_prompt_sampler.py::PinnedUpstreamTestPromptSamplerComprehensive::test_empty_inspirations_list,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_prompt_sampler.py::PinnedUpstreamTestPromptSamplerComprehensive::test_extract_unique_features_calls_determine_program_type,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_prompt_sampler.py::PinnedUpstreamTestPromptSamplerComprehensive::test_feature_coordinates_formatting_in_prompt,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_prompt_sampler.py::PinnedUpstreamTestPromptSamplerComprehensive::test_feature_dimensions_none_vs_empty_list,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_prompt_sampler.py::PinnedUpstreamTestPromptSamplerComprehensive::test_fitness_calculation_consistency,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_prompt_sampler.py::PinnedUpstreamTestPromptSamplerComprehensive::test_format_inspirations_section_with_feature_dimensions,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_prompt_sampler.py::PinnedUpstreamTestPromptSamplerComprehensive::test_format_inspirations_section_without_feature_dimensions,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_openevolve_pin_regression_prompt_sampler.py::PinnedUpstreamTestPromptSamplerComprehensive::test_inspirations_with_missing_metrics,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_pe_cvt_controller.py::TestPEOnCVTEndToEnd::test_checkpoint_resume_with_pe,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_pe_cvt_controller.py::TestPEOnCVTEndToEnd::test_host_evaluates_and_inserts_pe_proposals_billed_to_coordination,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_pe_cvt_controller.py::TestPEOnCVTEndToEnd::test_pe_fires_and_inserts_on_islands_too,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_pe_interface_contract.py::TestPEInterfaceContract::test_full_program_without_harness_is_corrected,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_pe_interface_contract.py::TestPEInterfaceContract::test_standalone_priority_response_splices_into_scaffold,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_pe_model_tiering.py::TestPEModelTiering::test_both_tiers_set_independently,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_pe_model_tiering.py::TestPEModelTiering::test_missing_paradigm_llm_prevents_trigger,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_pe_model_tiering.py::TestPEModelTiering::test_set_paradigm_llm_routes_paradigm_calls_only,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_pe_model_tiering.py::TestPEModelTiering::test_set_variant_llm_routes_variant_calls_only,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_pe_model_tiering.py::TestPEModelTiering::test_unconfigured_pe_uses_the_same_handle_for_both_tiers,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_pe_model_tiering.py::TestPEModelTieringControllerEndToEnd::test_alternate_tier_honors_coordination_total_deadline,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_pe_model_tiering.py::TestPEModelTieringControllerEndToEnd::test_config_driven_tiering_routes_calls_and_charges_ledger_by_model,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_pe_model_tiering.py::TestPEModelTieringControllerEndToEnd::test_unconfigured_pe_never_builds_a_second_client,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_pe_module.py::TestPunctuatedEquilibrium::test_advise_is_a_no_op_preserving_mutation_prompt,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_pe_module.py::TestPunctuatedEquilibrium::test_clustering_is_deterministic_under_seed,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_pe_module.py::TestPunctuatedEquilibrium::test_does_not_fire_at_iteration_zero,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_pe_module.py::TestPunctuatedEquilibrium::test_does_not_fire_off_interval,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_pe_module.py::TestPunctuatedEquilibrium::test_does_not_fire_with_too_few_elites,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_pe_module.py::TestPunctuatedEquilibrium::test_does_not_fire_without_llm,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_pe_module.py::TestPunctuatedEquilibrium::test_fires_on_interval_with_paradigm_and_variants,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_pe_module.py::TestPunctuatedEquilibrium::test_intervention_carries_proposals_not_side_effects,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_pe_module.py::TestPunctuatedEquilibrium::test_module_never_touches_store_or_evaluator_directly,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_pe_module.py::TestPunctuatedEquilibrium::test_paradigm_and_variant_calls_are_tagged,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_pe_module.py::TestPunctuatedEquilibrium::test_registered,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_pe_module.py::TestPunctuatedEquilibrium::test_state_dict_round_trips,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
